dataset,subproject,gem_id,library_id,library_name,type,pair_id,read,fastq_path,donor_id,flowcell,lane,index,fastq_name_array_express
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182641,BCLL_9_T_4_BCR,BCR,P17,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F6_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F6,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182641.BCR.P17.R1.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182641,BCLL_9_T_4_BCR,BCR,P18,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F6_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F6,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182641.BCR.P18.R1.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182642,BCLL_9_T_5_BCR,BCR,P19,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F7_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F7,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182642.BCR.P19.R1.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182642,BCLL_9_T_5_BCR,BCR,P20,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F7_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F7,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182642.BCR.P20.R1.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182643,BCLL_9_T_1_TCR,TCR,P21,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F8,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182643.TCR.P21.R1.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182643,BCLL_9_T_1_TCR,TCR,P22,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F8,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182643.TCR.P22.R1.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182644,BCLL_9_T_2_TCR,TCR,P23,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F9_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F9,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182644.TCR.P23.R1.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182644,BCLL_9_T_2_TCR,TCR,P24,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F9_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F9,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182644.TCR.P24.R1.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182645,BCLL_9_T_3_TCR,TCR,P25,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F10_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F10,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182645.TCR.P25.R1.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182645,BCLL_9_T_3_TCR,TCR,P26,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F10_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F10,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182645.TCR.P26.R1.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182646,BCLL_9_T_4_TCR,TCR,P27,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F11_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F11,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182646.TCR.P27.R1.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182646,BCLL_9_T_4_TCR,TCR,P28,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F11_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F11,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182646.TCR.P28.R1.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182647,BCLL_9_T_5_TCR,TCR,P29,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F2_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F2,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182647.TCR.P29.R1.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182647,BCLL_9_T_5_TCR,TCR,P30,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F2_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F2,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182647.TCR.P30.R1.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182648,BCLL_9_T_1_CSP,CSP,P31,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-E8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-E8,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182648.CSP.P31.R1.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182648,BCLL_9_T_1_CSP,CSP,P32,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-E8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-E8,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182648.CSP.P32.R1.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182649,BCLL_9_T_2_CSP,CSP,P33,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-F8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-F8,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182649.CSP.P33.R1.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182649,BCLL_9_T_2_CSP,CSP,P34,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-F8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-F8,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182649.CSP.P34.R1.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182650,BCLL_9_T_3_CSP,CSP,P35,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-G8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-G8,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182650.CSP.P35.R1.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182650,BCLL_9_T_3_CSP,CSP,P36,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-G8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-G8,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182650.CSP.P36.R1.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182651,BCLL_9_T_4_CSP,CSP,P37,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-H8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-H8,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182651.CSP.P37.R1.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182651,BCLL_9_T_4_CSP,CSP,P38,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-H8_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-H8,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182651.CSP.P38.R1.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182652,BCLL_9_T_5_CSP,CSP,P39,R1,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-A9_1.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-A9,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182652.CSP.P39.R1.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182652,BCLL_9_T_5_CSP,CSP,P40,R1,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-A9_1.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-A9,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182652.CSP.P40.R1.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182633,BCLL_9_T_1_GEX,GEX,P1,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-E9_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-E9,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182633.GEX.P1.R2.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182633,BCLL_9_T_1_GEX,GEX,P2,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-E9_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-E9,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182633.GEX.P2.R2.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182634,BCLL_9_T_2_GEX,GEX,P3,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-E10_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-E10,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182634.GEX.P3.R2.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182634,BCLL_9_T_2_GEX,GEX,P4,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-E10_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-E10,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182634.GEX.P4.R2.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182635,BCLL_9_T_3_GEX,GEX,P5,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-E11_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-E11,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182635.GEX.P5.R2.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182635,BCLL_9_T_3_GEX,GEX,P6,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-E11_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-E11,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182635.GEX.P6.R2.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182636,BCLL_9_T_4_GEX,GEX,P7,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-E12_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-E12,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182636.GEX.P7.R2.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182636,BCLL_9_T_4_GEX,GEX,P8,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-E12_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-E12,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182636.GEX.P8.R2.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182637,BCLL_9_T_5_GEX,GEX,P9,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F1_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F1,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182637.GEX.P9.R2.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182637,BCLL_9_T_5_GEX,GEX,P10,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F1_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F1,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182637.GEX.P10.R2.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182638,BCLL_9_T_1_BCR,BCR,P11,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F3_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F3,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182638.BCR.P11.R2.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182638,BCLL_9_T_1_BCR,BCR,P12,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F3_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F3,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182638.BCR.P12.R2.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182639,BCLL_9_T_2_BCR,BCR,P13,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F4_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F4,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182639.BCR.P13.R2.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182639,BCLL_9_T_2_BCR,BCR,P14,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F4_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F4,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182639.BCR.P14.R2.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182640,BCLL_9_T_3_BCR,BCR,P15,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F5_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F5,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182640.BCR.P15.R2.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182640,BCLL_9_T_3_BCR,BCR,P16,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F5_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F5,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182640.BCR.P16.R2.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182641,BCLL_9_T_4_BCR,BCR,P17,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F6_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F6,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182641.BCR.P17.R2.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182641,BCLL_9_T_4_BCR,BCR,P18,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F6_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F6,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182641.BCR.P18.R2.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182642,BCLL_9_T_5_BCR,BCR,P19,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F7_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F7,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182642.BCR.P19.R2.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182642,BCLL_9_T_5_BCR,BCR,P20,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F7_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F7,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182642.BCR.P20.R2.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182643,BCLL_9_T_1_TCR,TCR,P21,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F8,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182643.TCR.P21.R2.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182643,BCLL_9_T_1_TCR,TCR,P22,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F8,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182643.TCR.P22.R2.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182644,BCLL_9_T_2_TCR,TCR,P23,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F9_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F9,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182644.TCR.P23.R2.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182644,BCLL_9_T_2_TCR,TCR,P24,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F9_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F9,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182644.TCR.P24.R2.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182645,BCLL_9_T_3_TCR,TCR,P25,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F10_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F10,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182645.TCR.P25.R2.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182645,BCLL_9_T_3_TCR,TCR,P26,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F10_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F10,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182645.TCR.P26.R2.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182646,BCLL_9_T_4_TCR,TCR,P27,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F11_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F11,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182646.TCR.P27.R2.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182646,BCLL_9_T_4_TCR,TCR,P28,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F11_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F11,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182646.TCR.P28.R2.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182647,BCLL_9_T_5_TCR,TCR,P29,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-GA-F2_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-GA-F2,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182647.TCR.P29.R2.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182647,BCLL_9_T_5_TCR,TCR,P30,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-GA-F2_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-GA-F2,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182647.TCR.P30.R2.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182648,BCLL_9_T_1_CSP,CSP,P31,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-E8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-E8,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182648.CSP.P31.R2.fastq.gz
CITE-seq,BCLLATLAS_40,CfdzDgHe_IMOTbrIP,182648,BCLL_9_T_1_CSP,CSP,P32,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-E8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-E8,CITE-seq.BCLL-9-T.BCLLATLAS_40.CfdzDgHe_IMOTbrIP.182648.CSP.P32.R2.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182649,BCLL_9_T_2_CSP,CSP,P33,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-F8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-F8,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182649.CSP.P33.R2.fastq.gz
CITE-seq,BCLLATLAS_40,uqJAc4r9_BYScOzxA,182649,BCLL_9_T_2_CSP,CSP,P34,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-F8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-F8,CITE-seq.BCLL-9-T.BCLLATLAS_40.uqJAc4r9_BYScOzxA.182649.CSP.P34.R2.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182650,BCLL_9_T_3_CSP,CSP,P35,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-G8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-G8,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182650.CSP.P35.R2.fastq.gz
CITE-seq,BCLLATLAS_40,ujxNn2kq_lG2VLlYd,182650,BCLL_9_T_3_CSP,CSP,P36,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-G8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-G8,CITE-seq.BCLL-9-T.BCLLATLAS_40.ujxNn2kq_lG2VLlYd.182650.CSP.P36.R2.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182651,BCLL_9_T_4_CSP,CSP,P37,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-H8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-H8,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182651.CSP.P37.R2.fastq.gz
CITE-seq,BCLLATLAS_40,pseMjZsU_qgZNOhOQ,182651,BCLL_9_T_4_CSP,CSP,P38,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-H8_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-H8,CITE-seq.BCLL-9-T.BCLLATLAS_40.pseMjZsU_qgZNOhOQ.182651.CSP.P38.R2.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182652,BCLL_9_T_5_CSP,CSP,P39,R2,/scratch/project/production/fastq/HMJMGDRXX/1/fastq/HMJMGDRXX_1_SI-NA-A9_2.fastq.gz,BCLL-9-T,HMJMGDRXX,1,SI-NA-A9,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182652.CSP.P39.R2.fastq.gz
CITE-seq,BCLLATLAS_40,LxBTpkPO_8TcNpBg4,182652,BCLL_9_T_5_CSP,CSP,P40,R2,/scratch/project/production/fastq/HMJMGDRXX/2/fastq/HMJMGDRXX_2_SI-NA-A9_2.fastq.gz,BCLL-9-T,HMJMGDRXX,2,SI-NA-A9,CITE-seq.BCLL-9-T.BCLLATLAS_40.LxBTpkPO_8TcNpBg4.182652.CSP.P40.R2.fastq.gz
